"id","login","avatar_url","html_url","type","score"
61896623,"dj-mill","https://avatars.githubusercontent.com/u/61896623?v=4","https://github.com/dj-mill","User",1
1828519,"djhoese","https://avatars.githubusercontent.com/u/1828519?v=4","https://github.com/djhoese","User",1
112043416,"djmcarthur","https://avatars.githubusercontent.com/u/112043416?v=4","https://github.com/djmcarthur","User",1
29800279,"dkaplan1955","https://avatars.githubusercontent.com/u/29800279?v=4","https://github.com/dkaplan1955","User",1
8184361,"dmhendricks","https://avatars.githubusercontent.com/u/8184361?v=4","https://github.com/dmhendricks","User",1
5346660,"dnrwaterqualitymodeling","https://avatars.githubusercontent.com/u/5346660?v=4","https://github.com/dnrwaterqualitymodeling","User",1
67873793,"domchom","https://avatars.githubusercontent.com/u/67873793?v=4","https://github.com/domchom","User",1
27309362,"DOnghiaGroup","https://avatars.githubusercontent.com/u/27309362?v=4","https://github.com/DOnghiaGroup","Organization",1
132615072,"drchscott","https://avatars.githubusercontent.com/u/132615072?v=4","https://github.com/drchscott","User",1
26904404,"dsehloff","https://avatars.githubusercontent.com/u/26904404?v=4","https://github.com/dsehloff","User",1
25390125,"dsXero","https://avatars.githubusercontent.com/u/25390125?v=4","https://github.com/dsXero","User",1
382216,"duffyjp","https://avatars.githubusercontent.com/u/382216?v=4","https://github.com/duffyjp","User",1
933219,"DuncanCarlsmith","https://avatars.githubusercontent.com/u/933219?v=4","https://github.com/DuncanCarlsmith","User",1
466287,"DustinEwers","https://avatars.githubusercontent.com/u/466287?v=4","https://github.com/DustinEwers","User",1
91092410,"dviggiano","https://avatars.githubusercontent.com/u/91092410?v=4","https://github.com/dviggiano","User",1
47198585,"DwayneDevelops","https://avatars.githubusercontent.com/u/47198585?v=4","https://github.com/DwayneDevelops","User",1
88509197,"dylan-fair","https://avatars.githubusercontent.com/u/88509197?v=4","https://github.com/dylan-fair","User",1
71289446,"Dylan5019","https://avatars.githubusercontent.com/u/71289446?v=4","https://github.com/Dylan5019","User",1
86034725,"dylan645m","https://avatars.githubusercontent.com/u/86034725?v=4","https://github.com/dylan645m","User",1
90576598,"dzhao001","https://avatars.githubusercontent.com/u/90576598?v=4","https://github.com/dzhao001","User",1
9857217,"eanderson608","https://avatars.githubusercontent.com/u/9857217?v=4","https://github.com/eanderson608","User",1
22418102,"earlejam","https://avatars.githubusercontent.com/u/22418102?v=4","https://github.com/earlejam","User",1
14807501,"Easycomer","https://avatars.githubusercontent.com/u/14807501?v=4","https://github.com/Easycomer","User",1
76852979,"Econometrics-UWRF","https://avatars.githubusercontent.com/u/76852979?v=4","https://github.com/Econometrics-UWRF","Organization",1
10710578,"ecwec","https://avatars.githubusercontent.com/u/10710578?v=4","https://github.com/ecwec","Organization",1
106397980,"Eddie-e10","https://avatars.githubusercontent.com/u/106397980?v=4","https://github.com/Eddie-e10","User",1
98910603,"efecaputlu","https://avatars.githubusercontent.com/u/98910603?v=4","https://github.com/efecaputlu","User",1
